year,months_code,day,hour,country,sex,age,activity,species,type,injury,fatal_(y/n)
1952.0,,,,United States of America,M,,swimming,,Provoked,fatal,YES
1951.0,12.0,21.0,,Mozambique,M,15.0,swimming,,Provoked,fatal,YES
1951.0,12.0,16.0,,Australia,M,18.0,fishing,wobbegong shark,Provoked,injury,NO
1951.0,,12.0,,Mozambique,M,,swimming,,,no injury,
1951.0,12.0,6.0,16.0,Australia,M,21.0,wading,,Provoked,fatal,YES
1951.0,11.0,29.0,13.0,South Africa,M,23.0,swimming,white shark,Provoked,injury,NO
1951.0,11.0,28.0,,Jamaica,M,81.0,fishing,,Provoked,injury,NO
1951.0,11.0,28.0,17.0,South Africa,M,24.0,wading,white shark,Provoked,injury,NO
1951.0,11.0,23.0,,Philippines,M,,boating,,Provoked,fatal,YES
1951.0,10.0,22.0,19.0,Australia,M,42.0,swimming,,Provoked,fatal,YES
1951.0,10.0,5.0,,,,,boating,,,injury,
1951.0,9.0,29.0,,Italy,F,21.0,swimming,,Provoked,fatal,YES
1951.0,9.0,3.0,21.0,Italy,M,,fishing,,Provoked,injury,NO
1951.0,9.0,2.0,,Australia,M,56.0,,,Provoked,fatal,YES
1951.0,8.0,17.0,,Greece,M,18.0,swimming,white shark,Provoked,injury,NO
1951.0,8.0,17.0,,Greece,F,16.0,swimming,white shark,Provoked,fatal,YES
1951.0,8.0,16.0,,Italy,M,,diving,,Provoked,no injury,NO
1951.0,8.0,1.0,,Colombia,,,bathing,,Provoked,fatal,YES
1951.0,7.0,19.0,,United States of America,M,13.0,,,Provoked,injury,NO
1951.0,7.0,11.0,19.0,,M,40.0,boating,,Provoked,injury,NO
1951.0,6.0,25.0,,United States of America,M,,fishing,,Provoked,fatal,YES
1951.0,6.0,,11.0,French Polynesia,M,39.0,fishing,,Provoked,injury,NO
1951.0,5.0,22.0,15.0,Mexico,M,16.0,diving,,Provoked,injury,NO
1951.0,5.0,9.0,,Italy,,,,,Provoked,injury,NO
1951.0,3.0,26.0,12.0,Australia,M,23.0,surf,wobbegong shark,Provoked,injury,NO
1951.0,3.0,24.0,,Australia,M,,fishing,,Provoked,injury,NO
1951.0,3.0,15.0,12.0,South Africa,M,19.0,surf,,Provoked,injury,NO
1951.0,2.0,19.0,12.0,South Africa,M,31.0,surf,,Provoked,injury,NO
1951.0,2.0,3.0,,Australia,M,20.0,fishing,,Provoked,injury,NO
1951.0,2.0,1.0,,Australia,M,14.0,swimming,,Provoked,injury,NO
1951.0,1.0,21.0,16.0,South Africa,M,19.0,swimming,,Provoked,fatal,YES
1951.0,1.0,3.0,,Australia,M,,,,,injury,
1951.0,,,,,,,,,Provoked,fatal,YES
1950.0,12.0,31.0,,Australia,M,19.0,surf,nurse shark,Provoked,no injury,NO
1950.0,12.0,19.0,,Australia,,,swimming,wobbegong shark,Provoked,injury,NO
1950.0,12.0,16.0,16.0,Australia,M,20.0,wading,,Provoked,fatal,YES
1950.0,11.0,29.0,,Australia,M,17.0,diving,,Provoked,injury,NO
1950.0,11.0,25.0,17.0,Australia,M,21.0,surf,white shark,Provoked,injury,NO
1950.0,11.0,12.0,,Australia,M,18.0,,,Boating,no injury,NO
1950.0,10.0,28.0,12.0,United States of America,M,31.0,surf,white shark,Provoked,injury,NO
1950.0,10.0,4.0,19.0,Australia,M,25.0,fishing,,Provoked,injury,NO
1950.0,8.0,6.0,8.0,El Salvador,M,27.0,fishing,,Provoked,injury,NO
1950.0,8.0,,18.0,Saudi Arabia,M,,diving,,Provoked,injury,NO
1950.0,7.0,27.0,,Australia,,,fishing,white shark,Boating,no injury,NO
1950.0,7.0,21.0,15.0,Japan,M,19.0,swimming,,Provoked,fatal,YES
1950.0,,7.0,,Italy,,,fishing,,Provoked,injury,NO
1950.0,7.0,15.0,18.0,Cuba,M,30.0,,,Provoked,injury,NO
1950.0,7.0,10.0,,United States of America,M,11.0,swimming,hammerhead shark,Provoked,injury,NO
1950.0,7.0,9.0,,United States of America,M,,,,,injury,
1950.0,7.0,,,United States of America,M,21.0,diving,,Provoked,injury,NO
1950.0,6.0,25.0,,United States of America,M,16.0,swimming,,Provoked,injury,NO
1950.0,6.0,6.0,9.0,United States of America,M,25.0,,,Sea disaster,fatal,YES
1950.0,5.0,24.0,10.0,South Africa,M,27.0,wading,,Provoked,injury,NO
1950.0,5.0,1.0,,Italy,M,,fishing,white shark,Boating,no injury,NO
1950.0,4.0,9.0,,Australia,M,50.0,fishing,,Sea disaster,fatal,YES
1950.0,4.0,9.0,,South Africa,M,,fishing,,Provoked,injury,NO
1950.0,3.0,26.0,11.0,South Africa,M,,wading,,Provoked,injury,NO
1950.0,3.0,8.0,18.0,South Africa,M,20.0,,,Provoked,fatal,YES
1950.0,3.0,1.0,,Australia,M,,,,,injury,
1950.0,2.0,18.0,,Australia,M,,fishing,,Provoked,injury,NO
1950.0,2.0,11.0,14.0,South Africa,M,14.0,surf,white shark,Provoked,fatal,YES
1950.0,1.0,16.0,20.0,United States of America,M,,fishing,,,injury,
1950.0,1.0,12.0,,Australia,M,,swimming,,Provoked,injury,NO
1950.0,,,,Australia,M,,,white shark,Boating,no injury,NO
1950.0,,,,Sri Lanka,M,,fishing,lemon shark,Provoked,injury,NO
1950.0,,,,Sri Lanka,M,,fishing,whitetip reef shark,Provoked,no injury,NO
1950.0,,,,Liberia,M,,,,Provoked,fatal,YES
1950.0,,,15.0,Indonesia,M,7.0,,tiger shark,Provoked,fatal,YES
1950.0,,,,United States of America,M,,standing,,Provoked,injury,NO
1950.0,,,,United States of America,M,,fishing,white shark,,no injury,
1950.0,,,13.0,Panama,M,,bathing,,Provoked,injury,NO
1950.0,,,,Greece,,,swimming,,Provoked,fatal,YES
1950.0,,,,Singapore,M,,diving,,Provoked,fatal,YES
1950.0,,,,New Caledonia,M,,fishing,,Provoked,injury,NO
1950.0,,,,New Caledonia,M,,diving,,Provoked,injury,NO
1950.0,,,,Fiji,M,,,,Provoked,injury,NO
1949.0,12.0,,,,M,,boating,,Sea disaster,fatal,YES
1949.0,12.0,,,Australia,M,35.0,,nurse shark,Provoked,no injury,NO
1949.0,11.0,20.0,18.0,Australia,M,36.0,diving,,Provoked,injury,NO
1949.0,11.0,12.0,,Australia,M,,,,,fatal,
1949.0,8.0,28.0,13.0,Australia,M,21.0,swimming,,Provoked,injury,NO
1949.0,8.0,28.0,13.0,Australia,M,34.0,swimming,,Provoked,fatal,YES
1949.0,8.0,17.0,,Italy,M,17.0,swimming,,,no injury,
1949.0,8.0,16.0,16.0,Australia,M,18.0,swimming,,Provoked,injury,NO
1949.0,8.0,10.0,,Italy,M,21.0,swimming,,Provoked,injury,NO
1949.0,7.0,7.0,,Iran,M,18.0,swimming,,Provoked,injury,NO
1949.0,7.0,28.0,,Iran,M,18.0,swimming,,Provoked,fatal,YES
1949.0,7.0,25.0,15.0,United States of America,M,16.0,bathing,,Provoked,injury,NO
1949.0,7.0,16.0,,United States of America,M,16.0,fishing,,Provoked,injury,NO
1949.0,6.0,13.0,,China,M,,fishing,,Sea disaster,fatal,YES
1949.0,5.0,16.0,,Australia,F,22.0,bathing,bronze whaler shark,Provoked,injury,NO
1949.0,5.0,13.0,,Australia,M,26.0,,,Provoked,injury,NO
1949.0,4.0,18.0,,Australia,M,,fishing,,Provoked,injury,NO
1949.0,4.0,17.0,13.0,Australia,M,13.0,bathing,,Provoked,fatal,YES
1949.0,4.0,13.0,,Mexico,M,,bathing,,Provoked,injury,NO
1949.0,3.0,,,Australia,,,,,Boating,,
1949.0,1.0,23.0,15.0,Australia,M,20.0,,white shark,Provoked,fatal,YES
1949.0,1.0,14.0,16.0,Australia,M,32.0,surf,,,no injury,
1949.0,1.0,13.0,,Australia,M,,surf,,Provoked,no injury,NO
1949.0,1.0,5.0,,Australia,,,,,,injury,
1949.0,,,,Italy,M,,fishing,white shark,Boating,no injury,NO
1949.0,,,,,,,,,Provoked,fatal,YES
1949.0,,,,Papua New Guinea,M,,,,Provoked,injury,NO
1949.0,,,,Papua New Guinea,M,18.0,fishing,,Provoked,fatal,YES
1949.0,,,,Papua New Guinea,M,,swimming,,Provoked,injury,NO
1949.0,,,,,M,,swimming,,Provoked,fatal,YES
1948.0,12.0,27.0,,Australia,M,17.0,swimming,tiger shark,Provoked,fatal,YES
1948.0,12.0,26.0,11.0,Australia,M,28.0,wading,,Provoked,fatal,YES
1948.0,12.0,14.0,,Iran,M,19.0,,,Provoked,injury,NO
1948.0,12.0,14.0,,Cuba,M,14.0,bathing,,Provoked,injury,NO
1948.0,12.0,10.0,,Australia,M,,fishing,,Provoked,injury,NO
1948.0,12.0,5.0,,,M,,boating,,Sea disaster,injury,YES
1948.0,11.0,18.0,,Australia,M,41.0,diving,,Provoked,injury,NO
1948.0,9.0,22.0,16.0,Greece,M,17.0,swimming,,Provoked,fatal,YES
1948.0,9.0,19.0,,United States of America,M,,swimming,,Provoked,injury,NO
1948.0,9.0,19.0,,United States of America,M,,fishing,,Provoked,injury,NO
1848.0,9.0,17.0,,Turkey,M,,swimming,,Provoked,fatal,YES
1948.0,9.0,15.0,,,M,,,,Sea disaster,fatal,YES
1948.0,9.0,2.0,,Iran,F,60.0,bathing,,Provoked,fatal,YES
1948.0,8.0,19.0,,Iran,M,13.0,,,Provoked,fatal,YES
1948.0,8.0,3.0,,Iran,M,15.0,swimming,,Provoked,injury,NO
1948.0,8.0,,,Bahamas,M,41.0,,lemon shark,Provoked,injury,NO
1948.0,7.0,1.0,,United States of America,M,46.0,swimming,,Provoked,fatal,YES
1948.0,6.0,6.0,,Northern Mariana Islands,M,,swimming,,Provoked,injury,NO
1948.0,5.0,10.0,,Iran,M,38.0,fishing,,Provoked,injury,NO
1948.0,4.0,10.0,,South Africa,M,,boating,,Provoked,injury,NO
1948.0,3.0,13.0,,Kenya,M,,,,Provoked,fatal,YES
1948.0,3.0,11.0,,Senegal,,,,,,injury,
1948.0,3.0,,,Papua New Guinea,M,30.0,fishing,grey reef shark,Provoked,injury,NO
1948.0,2.0,13.0,,United States of America,M,,,,Sea disaster,fatal,YES
1948.0,2.0,12.0,,Australia,M,16.0,swimming,,Provoked,fatal,YES
1948.0,1.0,25.0,,Australia,M,,surf,,Provoked,no injury,NO
1948.0,,,15.0,United States of America,M,48.0,,nurse shark,Provoked,injury,NO
1948.0,,,,,M,,fishing,,Provoked,injury,NO
1948.0,,,,Papua New Guinea,M,,fishing,,Provoked,injury,NO
1948.0,,,,South Africa,,,fishing,,Boating,no injury,NO
1947.0,12.0,21.0,23.0,Australia,M,9.0,fishing,nurse shark,Provoked,injury,NO
1947.0,12.0,15.0,,South Africa,,,,,,injury,
1947.0,12.0,,11.0,Senegal,M,,fishing,tiger shark,Provoked,fatal,YES
1947.0,11.0,23.0,,Australia,,,fishing,,Boating,no injury,NO
1947.0,11.0,14.0,6.0,Australia,M,17.0,fishing,,Provoked,no injury,NO
1947.0,11.0,14.0,1.0,Australia,M,16.0,fishing,,Provoked,no injury,NO
1947.0,11.0,8.0,16.0,Australia,M,12.0,swimming,,Provoked,fatal,YES
1947.0,11.0,8.0,16.0,Australia,M,13.0,swimming,,Provoked,injury,NO
1947.0,11.0,,,Australia,M,78.0,,,Provoked,fatal,YES
1947.0,10.0,28.0,,Australia,M,,fishing,,Provoked,injury,NO
1947.0,10.0,10.0,,Brazil,M,25.0,swimming,,Provoked,fatal,YES
1947.0,8.0,4.0,6.0,United States of America,M,20.0,swimming,,Provoked,fatal,YES
1947.0,7.0,27.0,,United States of America,M,46.0,fishing,,Provoked,injury,NO
1947.0,7.0,24.0,,Australia,M,,diving,,Provoked,injury,NO
1947.0,7.0,15.0,9.0,South Africa,M,20.0,swimming,,Provoked,injury,NO
1947.0,7.0,,,Greece,M,,boating,,,injury,
1947.0,6.0,27.0,10.0,United States of America,M,35.0,fishing,,Provoked,injury,NO
1947.0,6.0,16.0,,Australia,,,fishing,tiger shark,Boating,no injury,NO
1947.0,5.0,13.0,,Kenya,M,,swimming,,Provoked,injury,NO
1947.0,4.0,20.0,12.0,South Africa,M,21.0,wading,,Provoked,injury,NO
1947.0,4.0,11.0,17.0,South Africa,M,14.0,surf,,Provoked,injury,NO
1947.0,4.0,6.0,,Australia,M,17.0,surf,,Provoked,no injury,NO
1947.0,4.0,,11.0,,M,29.0,boating,,Provoked,injury,NO
1947.0,3.0,12.0,16.0,South Africa,M,18.0,wading,,Provoked,injury,NO
1947.0,3.0,9.0,12.0,South Africa,M,22.0,wading,blacktip reef shark,Provoked,injury,NO
1947.0,2.0,23.0,,Australia,,,fishing,,Boating,no injury,NO
1947.0,2.0,6.0,,Bahamas,M,,,,Provoked,injury,NO
1947.0,2.0,,,Brazil,,,bathing,,Provoked,fatal,YES
1947.0,1.0,14.0,,Australia,,16.0,boating,,Boating,no injury,NO
1947.0,1.0,5.0,15.0,South Africa,M,18.0,wading,,Provoked,injury,NO
1946.0,12.0,28.0,,Australia,M,23.0,swimming,,Provoked,injury,NO
1946.0,12.0,24.0,,Australia,,,,,Boating,injury,NO
1946.0,11.0,20.0,,Australia,M,30.0,diving,,Provoked,fatal,YES
1946.0,10.0,26.0,,Marshall Islands,M,,fishing,,Provoked,fatal,YES
1946.0,10.0,14.0,,Australia,M,15.0,swimming,,Provoked,injury,NO
1946.0,8.0,24.0,,Israel,M,15.0,fishing,,Provoked,injury,NO
1946.0,8.0,18.0,15.0,Australia,M,30.0,swimming,,Provoked,fatal,YES
1946.0,7.0,18.0,,Iran,M,12.0,fishing,,Provoked,injury,NO
1946.0,7.0,18.0,,Iran,M,12.0,swimming,,Provoked,injury,NO
1946.0,6.0,28.0,,India,M,14.0,bathing,,Provoked,injury,NO
1946.0,5.0,9.0,,Tanzania,M,,swimming,,Provoked,injury,NO
1946.0,4.0,19.0,13.0,Australia,M,17.0,swimming,,Provoked,fatal,YES
1946.0,4.0,,,Australia,,,fishing,,Boating,no injury,NO
1946.0,3.0,20.0,19.0,Australia,M,28.0,fishing,,Boating,no injury,NO
1946.0,2.0,16.0,16.0,South Africa,M,21.0,wading,,Provoked,injury,NO
1946.0,2.0,10.0,12.0,Australia,M,18.0,standing,white shark,Provoked,injury,NO
1946.0,2.0,10.0,9.0,South Africa,M,18.0,swimming,,Provoked,injury,NO
1946.0,1.0,24.0,17.0,South Africa,M,15.0,wading,,Provoked,injury,NO
1946.0,1.0,24.0,15.0,South Africa,M,,swimming,,Provoked,injury,NO
1946.0,1.0,17.0,,Australia,M,12.0,,,Provoked,injury,NO
1946.0,1.0,7.0,12.0,South Africa,M,18.0,,,Provoked,injury,NO
1946.0,1.0,5.0,,Australia,F,14.0,swimming,,Provoked,fatal,YES
1946.0,1.0,1.0,4.0,South Africa,M,24.0,surf,,Provoked,injury,NO
1946.0,,,,South Africa,,,,,Boating,no injury,NO
1946.0,,,,South Africa,,,,,Boating,injury,NO
1946.0,,,,,F,,boating,,Provoked,injury,NO
1945.0,9.0,23.0,1.0,Hong Kong,M,,bathing,,Provoked,fatal,YES
1945.0,9.0,19.0,,Japan,M,20.0,swimming,,Sea disaster,injury,NO
1945.0,9.0,16.0,,Japan,M,,swimming,,Sea disaster,fatal,YES
1945.0,9.0,6.0,,Iran,M,13.0,swimming,,Provoked,injury,NO
1945.0,8.0,19.0,,,M,,,,Provoked,injury,NO
1945.0,8.0,6.0,,United States of America,,,,,Provoked,fatal,YES
1945.0,7.0,30.0,,Philippines,,,,,Sea disaster,injury,YES
1945.0,7.0,,0.0,,,,,,Sea disaster,injury,YES
1945.0,6.0,15.0,16.0,Australia,M,,swimming,,Provoked,fatal,YES
1945.0,5.0,8.0,,United States of America,M,,swimming,,Provoked,fatal,YES
1945.0,3.0,6.0,16.0,South Africa,M,37.0,wading,zambesi shark,Provoked,injury,NO
1945.0,2.0,5.0,,Israel,M,,swimming,,Provoked,injury,NO
1945.0,,,,Jamaica,M,,diving,,Provoked,injury,NO
1945.0,,,,Cuba,M,,bathing,,Provoked,fatal,YES
1945.0,,,,Panama,F,9.0,bathing,,Provoked,injury,NO
1945.0,,,12.0,Iraq,M,15.0,swimming,bull shark,Provoked,injury,NO
1944.0,12.0,22.0,,Philippines,M,19.0,swimming,,Sea disaster,injury,NO
1944.0,12.0,2.0,,United States of America,,,fishing,tiger shark,Provoked,no injury,NO
1944.0,11.0,8.0,,Sierra Leone,M,18.0,,,Sea disaster,fatal,YES
1944.0,11.0,1.0,,Australia,M,,swimming,,,injury,
1944.0,10.0,26.0,,Philippines,M,,,,Sea disaster,injury,YES
1944.0,10.0,26.0,,Philippines,M,,,,Sea disaster,fatal,YES
1944.0,10.0,25.0,,Philippines,M,,swimming,,Sea disaster,injury,YES
1944.0,10.0,25.0,,Philippines,M,,,,Provoked,injury,NO
1944.0,10.0,24.0,17.0,,M,,boating,,Sea disaster,injury,YES
1944.0,10.0,23.0,,Australia,,,fishing,,Boating,no injury,NO
1944.0,9.0,3.0,,United States of America,M,13.0,swimming,,Provoked,injury,NO
1944.0,9.0,,,,M,,boating,,Provoked,fatal,YES
1944.0,8.0,20.0,14.0,South Africa,M,19.0,swimming,,Provoked,fatal,YES
1944.0,7.0,22.0,16.0,South Africa,M,17.0,swimming,white shark,Provoked,fatal,YES
1944.0,6.0,23.0,,,M,,,,,injury,
1944.0,5.0,31.0,,United States of America,F,15.0,bathing,blacktip reef shark,Provoked,injury,NO
1944.0,5.0,24.0,,Samoa,,,,,Provoked,injury,NO
1944.0,5.0,4.0,,Panama,M,,boating,white shark,Provoked,fatal,YES
1944.0,4.0,,,Nicaragua,,,,bull shark,Provoked,injury,YES
1944.0,3.0,26.0,17.0,South Africa,M,18.0,wading,,Provoked,injury,NO
1944.0,3.0,26.0,10.0,South Africa,M,23.0,standing,,Provoked,fatal,YES
1944.0,3.0,14.0,17.0,South Africa,M,16.0,wading,,Provoked,injury,NO
1944.0,2.0,27.0,14.0,South Africa,M,,wading,,Provoked,injury,NO
1944.0,2.0,18.0,,India,M,12.0,bathing,,Provoked,fatal,YES
1944.0,1.0,20.0,13.0,South Africa,M,22.0,surf,,Provoked,fatal,YES
1944.0,1.0,16.0,,Australia,M,,fishing,,Boating,no injury,NO
1944.0,1.0,14.0,17.0,Australia,M,14.0,surf,,Provoked,injury,NO
1944.0,1.0,4.0,17.0,South Africa,M,26.0,swimming,,Provoked,fatal,YES
1944.0,4.0,,,,M,,,,Sea disaster,fatal,YES
1944.0,,,,Italy,M,,,,Sea disaster,fatal,YES
1944.0,,,,,M,,boating,,Provoked,fatal,YES
1943.0,12.0,12.0,11.0,South Africa,M,17.0,wading,,Provoked,fatal,YES
1943.0,12.0,4.0,,United States of America,M,,,,Sea disaster,injury,YES
1943.0,11.0,21.0,,South Africa,M,,swimming,,Provoked,injury,NO
1943.0,11.0,11.0,,,M,,,,Sea disaster,injury,YES
1943.0,10.0,26.0,,United States of America,M,,,,,injury,
1943.0,9.0,23.0,14.0,Panama,M,20.0,boating,white shark,Provoked,fatal,YES
1943.0,8.0,,,Italy,M,,swimming,,Sea disaster,injury,NO
1943.0,7.0,18.0,,United States of America,M,,wading,,Sea disaster,fatal,YES
1943.0,7.0,,,Portugal,,,fishing,,Boating,no injury,NO
1943.0,7.0,,11.0,Mexico,M,68.0,swimming,,,no injury,
1943.0,6.0,16.0,,Australia,M,18.0,fishing,white shark,Boating,no injury,NO
1943.0,5.0,27.0,,,M,,,,,injury,
1943.0,5.0,17.0,,,M,26.0,,,Sea disaster,injury,NO
1943.0,5.0,17.0,,,M,,,,Sea disaster,fatal,YES
1943.0,5.0,14.0,4.0,Australia,M,,boating,,Sea disaster,fatal,YES
1943.0,5.0,1.0,,,M,,boating,blue shark,Sea disaster,injury,NO
1943.0,4.0,5.0,,United States of America,M,,swimming,,,injury,
1943.0,3.0,21.0,16.0,South Africa,M,31.0,swimming,,Provoked,fatal,YES
1943.0,3.0,14.0,,Sierra Leone,,,boating,,Sea disaster,fatal,YES
1943.0,3.0,2.0,19.0,Brazil,,,,,Sea disaster,fatal,YES
1943.0,3.0,2.0,,Papua New Guinea,,,,,Sea disaster,injury,YES
1943.0,1.0,26.0,,,M,,,,Sea disaster,fatal,YES
1943.0,,,,Mexico,,,swimming,,Provoked,fatal,YES
1943.0,,,,Solomon Islands,M,,swimming,,Provoked,injury,NO
1943.0,,,,Iraq,M,22.0,swimming,,Provoked,injury,NO
1943.0,,,,United States of America,M,,fishing,,Provoked,injury,NO
1943.0,,,,United States of America,M,,,,Provoked,injury,
1942.0,12.0,26.0,10.0,Australia,F,15.0,standing,bull shark,Provoked,fatal,YES
1942.0,11.0,28.0,9.0,South Africa,M,,boating,whitetip reef shark,Sea disaster,injury,YES
1942.0,11.0,25.0,,South Africa,M,38.0,swimming,,Provoked,injury,NO
1942.0,11.0,16.0,,Solomon Islands,M,19.0,,,Sea disaster,injury,NO
1942.0,11.0,21.0,,,M,,boating,,Sea disaster,fatal,YES
1942.0,11.0,13.0,,Solomon Islands,M,,swimming,,Sea disaster,injury,NO
1942.0,11.0,13.0,11.0,,M,,,,Sea disaster,injury,YES
1942.0,11.0,12.0,,Solomon Islands,M,,,,Sea disaster,fatal,YES
1942.0,11.0,1.0,12.0,South Africa,M,18.0,swimming,white shark,Provoked,fatal,YES
1942.0,11.0,,,,M,,,,Provoked,injury,NO
1942.0,11.0,,,,M,,boating,,Sea disaster,fatal,YES
1942.0,10.0,12.0,,Solomon Islands,M,25.0,boating,,Sea disaster,injury,NO
1942.0,9.0,30.0,,,,,boating,,Sea disaster,injury,NO
1942.0,9.0,12.0,,,M,,swimming,,Sea disaster,injury,NO
1942.0,9.0,12.0,16.0,Australia,M,24.0,wading,tiger shark,Provoked,injury,NO
1942.0,9.0,11.0,,,M,,,tiger shark,Sea disaster,fatal,YES
1942.0,8.0,8.0,,Solomon Islands,M,,,,Sea disaster,injury,NO
1942.0,7.0,12.0,,,M,32.0,,,Sea disaster,fatal,YES
1942.0,7.0,6.0,,Italy,M,20.0,,porbeagle shark,Provoked,injury,NO
1942.0,6.0,11.0,,,M,,,,Sea disaster,fatal,YES
1942.0,6.0,8.0,,Brazil,M,,boating,,,injury,
1942.0,6.0,4.0,,United States of America,M,,,,Provoked,injury,NO
1942.0,6.0,,,,M,,boating,,Provoked,injury,NO
1942.0,5.0,9.0,,Australia,M,,diving,,Provoked,injury,NO
1942.0,4.0,5.0,,,,,,,,injury,
1942.0,3.0,8.0,3.0,Cuba,M,,,,Sea disaster,injury,YES
1942.0,3.0,4.0,,Australia,M,18.0,,,,injury,
1942.0,1.0,18.0,,Australia,,,,,Boating,injury,NO
1942.0,1.0,4.0,15.0,Australia,F,28.0,swimming,bull shark,Provoked,fatal,YES
1942.0,1.0,,,Australia,M,,surf,,Provoked,no injury,NO
1942.0,,,,Indonesia,M,,,,Sea disaster,injury,YES
1942.0,,,,Australia,M,,fishing,,Boating,no injury,NO
1942.0,,,,Philippines,M,,boating,,Provoked,fatal,YES
1942.0,,,,South Africa,,,,,Boating,no injury,NO
1942.0,,,15.0,Bahamas,M,48.0,swimming,,Provoked,injury,NO
1942.0,,,,,M,,boating,,Sea disaster,fatal,YES
1942.0,,,,,M,,boating,,Sea disaster,injury,NO
1942.0,,,,,M,,,tiger shark,Sea disaster,no injury,NO
1942.0,,,,,M,,,,Boating,no injury,NO
1942.0,,,,Panama,M,,swimming,,Provoked,fatal,YES
1941.0,12.0,7.0,,,,,,whitetip reef shark,Sea disaster,injury,YES
1941.0,12.0,3.0,0.0,Australia,M,10.0,swimming,,Provoked,injury,NO
1941.0,11.0,27.0,,,M,23.0,,tiger shark,Sea disaster,injury,NO
1941.0,11.0,27.0,,,M,,,tiger shark,Sea disaster,injury,NO
1941.0,11.0,25.0,,,,,,,Sea disaster,injury,YES
1941.0,11.0,19.0,,Australia,M,,,,Sea disaster,injury,NO
1941.0,9.0,25.0,2.0,,M,,,,Provoked,fatal,YES
1941.0,8.0,21.0,,United States of America,,,fishing,,Provoked,injury,NO
1941.0,8.0,5.0,,Australia,M,,swimming,,,injury,
1941.0,8.0,1.0,,United States of America,M,20.0,swimming,,Provoked,injury,NO
1941.0,7.0,22.0,12.0,United States of America,,,fishing,mako shark,Boating,no injury,NO
1941.0,7.0,1.0,,United States of America,M,,fishing,,Provoked,injury,NO
1941.0,6.0,15.0,14.0,United States of America,M,43.0,fishing,,Provoked,injury,NO
1941.0,6.0,,17.0,,M,,,,Sea disaster,injury,YES
1941.0,3.0,24.0,,,M,,boating,,Sea disaster,injury,NO
1941.0,3.0,9.0,23.0,United States of America,M,53.0,fishing,mako shark,Provoked,injury,NO
1941.0,2.0,13.0,,Australia,M,34.0,fishing,,Provoked,injury,NO
1941.0,2.0,1.0,7.0,Jamaica,M,,,,Provoked,injury,NO
1941.0,1.0,29.0,19.0,,M,19.0,boating,,Provoked,injury,NO
1941.0,1.0,,,,M,,boating,,Sea disaster,fatal,YES
1941.0,,,,Solomon Islands,M,,bathing,,Provoked,injury,NO
1941.0,,,12.0,Iran,M,,standing,,Provoked,fatal,YES
1941.0,,,,Iran,M,,,,Provoked,fatal,YES
1941.0,,,,Iran,M,,,,Provoked,injury,NO
1941.0,,,,Iran,M,6.0,boating,,Provoked,fatal,YES
1941.0,,,,Iran,M,,standing,,Provoked,fatal,YES
1941.0,,,,Papua New Guinea,M,14.0,,,Provoked,injury,NO
1940.0,12.0,28.0,9.0,Australia,M,23.0,standing,,Provoked,fatal,YES
1940.0,12.0,20.0,10.0,South Africa,M,17.0,swimming,,Provoked,fatal,YES
1940.0,12.0,19.0,,Australia,M,,fishing,,Provoked,injury,NO
1940.0,12.0,10.0,,Australia,M,,,,Provoked,injury,NO
1940.0,9.0,,,Panama,M,18.0,bathing,,Provoked,fatal,YES
1940.0,7.0,13.0,,United States of America,M,,standing,,Provoked,injury,NO
1940.0,6.0,30.0,,United States of America,M,,fishing,,Provoked,injury,NO
1940.0,3.0,31.0,11.0,South Africa,M,25.0,wading,white shark,Provoked,fatal,YES
1940.0,3.0,20.0,,Australia,M,,diving,wobbegong shark,Provoked,injury,NO
1940.0,2.0,22.0,16.0,South Africa,M,17.0,swimming,white shark,Provoked,fatal,YES
1940.0,2.0,20.0,15.0,Australia,,,boating,,Boating,no injury,NO
1940.0,2.0,4.0,14.0,Australia,M,55.0,wading,,Provoked,fatal,YES
1940.0,1.0,29.0,,Australia,M,17.0,,,Provoked,injury,NO
1940.0,1.0,23.0,10.0,Australia,M,13.0,swimming,,Provoked,fatal,YES
1940.0,1.0,15.0,19.0,Australia,M,22.0,swimming,,Provoked,injury,NO
1940.0,1.0,7.0,16.0,South Africa,M,18.0,swimming,,Provoked,fatal,YES
1940.0,1.0,1.0,,Australia,M,,diving,,Provoked,injury,NO
1940.0,,,,Slovenia,,,boating,white shark,Boating,injury,NO
1940.0,,,,,F,,,,Provoked,fatal,YES
1940.0,,,,Papua New Guinea,,,,,Provoked,injury,NO
1940.0,,,,South Africa,,,swimming,,,injury,
1940.0,,,,South Africa,F,,,,,fatal,
1940.0,,,,South Africa,F,,standing,,,injury,
1939.0,12.0,28.0,,Australia,M,40.0,swimming,,,injury,
1939.0,12.0,14.0,12.0,Australia,M,20.0,swimming,,Provoked,fatal,YES
1939.0,11.0,23.0,,Australia,,,,blue shark,Boating,no injury,NO
1939.0,11.0,11.0,,Australia,,,,bronze whaler shark,Provoked,injury,NO
1939.0,11.0,9.0,,Australia,,,,,Boating,injury,
1939.0,11.0,6.0,,Australia,,,,,Boating,injury,
1939.0,11.0,2.0,,Samoa,M,,fishing,,Provoked,fatal,YES
1939.0,10.0,25.0,,Australia,M,27.0,swimming,tiger shark,Provoked,injury,NO
1939.0,10.0,4.0,,United States of America,M,,fishing,,Provoked,injury,NO
1939.0,9.0,27.0,,Australia,M,,diving,tiger shark,Provoked,injury,NO
