year,months_code,day,hour,country,sex,age,activity,species,type,injury,fatal_(y/n)
2018.0,6.0,25.0,18.0,United States of America,F,57.0,,white shark,Boating,no injury,NO
2018.0,6.0,18.0,14.0,United States of America,F,11.0,standing,,Provoked,injury,NO
2018.0,6.0,9.0,7.0,United States of America,M,48.0,surf,,,injury,NO
2018.0,6.0,8.0,,Australia,M,,surf,,Provoked,injury,NO
2018.0,6.0,4.0,,Mexico,M,,diving,tiger shark,Provoked,injury,NO
2018.0,6.0,3.0,,Australia,M,,surf,,Provoked,no injury,NO
2018.0,6.0,3.0,18.0,Brazil,M,18.0,swimming,tiger shark,Provoked,fatal,YES
2018.0,5.0,27.0,,United States of America,M,52.0,fishing,lemon shark,Provoked,injury,NO
2018.0,5.0,26.0,17.0,United States of America,M,15.0,wading,bull shark,Provoked,injury,NO
2018.0,5.0,26.0,14.0,United States of America,M,12.0,standing,,Provoked,injury,NO
2018.0,5.0,24.0,12.0,Australia,M,32.0,,grey reef shark,Provoked,injury,NO
2018.0,5.0,21.0,,United States of America,M,10.0,surf,,Provoked,injury,NO
2018.0,5.0,13.0,15.0,United States of America,M,10.0,swimming,,Provoked,injury,NO
2018.0,5.0,13.0,8.0,United Kingdom,M,21.0,fishing,,,injury,NO
2018.0,5.0,,,Australia,F,34.0,,nurse shark,Provoked,injury,NO
2018.0,5.0,12.0,11.0,South Africa,M,,surf,,Provoked,injury,NO
2018.0,5.0,9.0,10.0,Australia,M,,surf,,,no injury,NO
2018.0,4.0,30.0,,Thailand,M,,swimming,,Provoked,injury,NO
2018.0,4.0,28.0,10.0,Costa Rica,M,30.0,diving,tiger shark,Provoked,no injury,NO
2018.0,4.0,28.0,16.0,Australia,M,,surf,,Provoked,no injury,NO
2018.0,4.0,25.0,7.0,Australia,M,,surf,,,no injury,NO
2018.0,4.0,25.0,9.0,Australia,M,60.0,surf,,Provoked,no injury,NO
2018.0,4.0,24.0,13.0,Australia,M,,surf,white shark,Provoked,no injury,NO
2018.0,4.0,23.0,21.0,Maldives,M,32.0,fishing,tiger shark,Provoked,injury,NO
2018.0,4.0,22.0,9.0,South Africa,M,33.0,,white shark,Provoked,no injury,NO
2018.0,4.0,19.0,,United States of America,M,29.0,surf,,Provoked,injury,NO
2018.0,4.0,15.0,,Thailand,M,54.0,swimming,bull shark,Provoked,injury,NO
2018.0,4.0,15.0,,Brazil,M,34.0,swimming,,Provoked,injury,
2018.0,4.0,15.0,,Australia,M,41.0,surf,,Provoked,injury,NO
2018.0,4.0,15.0,8.0,Australia,M,37.0,surf,,Provoked,injury,NO
2018.0,4.0,14.0,9.0,Bahamas,M,,surf,tiger shark,Provoked,no injury,NO
2018.0,4.0,10.0,,Brazil,M,56.0,fishing,,,injury,NO
2018.0,4.0,9.0,17.0,New Caledonia,,,surf,,Provoked,no injury,NO
2018.0,4.0,5.0,18.0,Bahamas,M,12.0,swimming,bull shark,Provoked,injury,NO
2018.0,4.0,3.0,15.0,South Africa,M,19.0,surf,white shark,Provoked,injury,NO
2018.0,3.0,31.0,9.0,United States of America,M,25.0,boating,tiger shark,Provoked,injury,NO
2018.0,3.0,14.0,17.0,Australia,M,10.0,wading,wobbegong shark,Provoked,injury,NO
2018.0,3.0,9.0,15.0,Australia,M,69.0,swimming,,Provoked,no injury,NO
2018.0,3.0,9.0,7.0,Australia,M,18.0,surf,,Provoked,injury,NO
2018.0,2.0,24.0,,South Africa,M,38.0,diving,blacktip reef shark,Provoked,injury,NO
2018.0,2.0,23.0,1.0,Australia,F,55.0,swimming,white shark,Provoked,injury,NO
2018.0,2.0,18.0,4.0,Australia,M,34.0,fishing,,Provoked,no injury,NO
2018.0,2.0,15.0,16.0,Australia,M,35.0,wading,bull shark,Provoked,injury,NO
2018.0,2.0,14.0,18.0,Australia,F,,swimming,wobbegong shark,,no injury,NO
2018.0,2.0,11.0,,Brazil,F,46.0,,,,injury,NO
2018.0,2.0,3.0,,Ecuador,M,45.0,diving,galapagos shark,Provoked,injury,NO
2018.0,2.0,1.0,,Australia,M,14.0,fishing,,,no injury,NO
2018.0,1.0,28.0,8.0,Australia,M,18.0,,bull shark,Provoked,injury,NO
2018.0,1.0,21.0,15.0,New Caledonia,M,40.0,fishing,bull shark,Provoked,injury,NO
2018.0,1.0,14.0,15.0,Australia,M,,diving,grey reef shark,Provoked,injury,NO
2018.0,1.0,13.0,,Australia,M,28.0,diving,white shark,Provoked,no injury,NO
2018.0,1.0,12.0,18.0,Brazil,M,20.0,surf,,Provoked,injury,NO
2018.0,1.0,5.0,,Australia,M,,surf,wobbegong shark,Provoked,injury,NO
2017.0,12.0,31.0,18.0,United States of America,F,54.0,surf,tiger shark,Provoked,injury,NO
2017.0,12.0,30.0,12.0,United States of America,F,35.0,surf,,Provoked,injury,NO
2017.0,12.0,21.0,,Malaysia,M,24.0,fishing,nurse shark,Provoked,injury,NO
2017.0,12.0,9.0,,Bahamas,F,25.0,diving,nurse shark,Provoked,injury,NO
2017.0,11.0,30.0,,Costa Rica,M,26.0,diving,tiger shark,Provoked,injury,NO
2017.0,11.0,30.0,,Costa Rica,F,49.0,diving,tiger shark,Provoked,fatal,YES
2017.0,11.0,25.0,,Libya,,,boating,blue shark,Sea disaster,fatal,YES
2017.0,11.0,24.0,13.0,United States of America,M,25.0,fishing,white shark,Provoked,injury,NO
2017.0,11.0,18.0,16.0,United States of America,F,14.0,surf,,Provoked,injury,NO
2017.0,11.0,13.0,,,M,24.0,surf,,Provoked,injury,NO
2017.0,11.0,13.0,16.0,Australia,M,25.0,surf,,Provoked,injury,NO
2017.0,11.0,4.0,23.0,Cuba,M,22.0,bathing,tiger shark,Provoked,fatal,YES
2017.0,10.0,31.0,,Australia,M,7.0,diving,cookiecutter shark,Provoked,injury,NO
2017.0,10.0,28.0,9.0,Australia,M,31.0,surf,wobbegong shark,Provoked,injury,NO
2017.0,10.0,26.0,15.0,United States of America,M,,boating,,Provoked,no injury,NO
2017.0,10.0,23.0,12.0,Mauritius,M,,swimming,,Provoked,injury,NO
2017.0,10.0,23.0,17.0,United States of America,M,17.0,surf,,Provoked,injury,NO
2017.0,10.0,23.0,8.0,United States of America,F,60.0,swimming,,Provoked,injury,NO
2017.0,10.0,22.0,15.0,Australia,F,15.0,fishing,white shark,Provoked,injury,NO
2017.0,10.0,21.0,9.0,New Zealand,M,,boating,,Provoked,no injury,NO
2017.0,10.0,18.0,14.0,United States of America,M,,swimming,spinner shark,Provoked,injury,NO
2017.0,10.0,9.0,18.0,United States of America,M,54.0,surf,tiger shark,Provoked,injury,NO
2017.0,10.0,5.0,12.0,United States of America,F,40.0,diving,,Provoked,injury,NO
2017.0,10.0,1.0,,South Africa,M,31.0,diving,,,fatal,
2017.0,9.0,25.0,7.0,United States of America,M,,surf,,Provoked,injury,NO
2017.0,9.0,25.0,18.0,Australia,M,,surf,white shark,Provoked,no injury,NO
2017.0,9.0,24.0,15.0,United States of America,M,33.0,surf,,,injury,
2017.0,9.0,24.0,14.0,United States of America,M,,surf,,Provoked,injury,NO
2017.0,9.0,20.0,9.0,United States of America,M,,surf,,Provoked,injury,NO
2017.0,9.0,16.0,,Spain,M,13.0,surf,porbeagle shark,Provoked,injury,NO
2017.0,9.0,16.0,16.0,United States of America,M,28.0,surf,,Provoked,injury,NO
2017.0,9.0,15.0,14.0,South Africa,M,25.0,diving,,,fatal,
2017.0,9.0,15.0,6.0,Samoa,M,,fishing,,,injury,NO
2017.0,9.0,,,Australia,,,fishing,white shark,Boating,no injury,NO
2017.0,9.0,13.0,18.0,United States of America,M,18.0,surf,,Provoked,injury,NO
2017.0,9.0,10.0,15.0,Australia,M,,swimming,,Provoked,injury,NO
2017.0,9.0,10.0,6.0,Australia,M,35.0,surf,white shark,Provoked,injury,NO
2017.0,9.0,6.0,,Solomon Islands,M,,fishing,,Provoked,injury,NO
2017.0,9.0,3.0,12.0,South Africa,M,,swimming,,Provoked,fatal,YES
2017.0,9.0,3.0,10.0,Japan,M,42.0,surf,,Provoked,injury,NO
2017.0,9.0,2.0,,United States of America,M,,swimming,nurse shark,Provoked,injury,NO
2017.0,9.0,2.0,,United States of America,F,,swimming,,Provoked,injury,NO
2017.0,9.0,2.0,10.0,United States of America,M,17.0,surf,,Provoked,injury,NO
2017.0,8.0,29.0,10.0,Australia,M,37.0,surf,white shark,Provoked,no injury,NO
2017.0,8.0,27.0,13.0,United States of America,F,3.0,wading,,Provoked,injury,NO
2017.0,8.0,26.0,14.0,Spain,F,11.0,swimming,,,injury,
2017.0,8.0,26.0,,New Zealand,M,,boating,,Provoked,no injury,NO
2017.0,8.0,23.0,10.0,United States of America,M,69.0,,white shark,Provoked,no injury,NO
2017.0,8.0,18.0,15.0,Bahamas,M,,fishing,,Provoked,injury,NO
2017.0,8.0,10.0,13.0,United States of America,M,13.0,swimming,blacktip reef shark,Provoked,injury,NO
2017.0,8.0,5.0,,Egypt,F,20.0,diving,whitetip reef shark,Provoked,injury,NO
2017.0,8.0,3.0,23.0,United States of America,M,34.0,fishing,,Provoked,injury,NO
2017.0,8.0,1.0,10.0,United States of America,M,,fishing,white shark,Boating,no injury,NO
2017.0,7.0,31.0,18.0,United States of America,M,15.0,boating,,Provoked,injury,NO
2017.0,7.0,29.0,15.0,United States of America,M,10.0,swimming,,,injury,
2017.0,7.0,29.0,17.0,United States of America,F,12.0,,,Provoked,injury,NO
2017.0,7.0,27.0,,Bahamas,F,,diving,,Provoked,injury,NO
2017.0,7.0,26.0,,Bahamas,M,,fishing,,Provoked,injury,NO
2017.0,7.0,24.0,17.0,,M,37.0,surf,,Provoked,injury,NO
2017.0,7.0,23.0,,United States of America,F,,,bull shark,Provoked,injury,NO
2017.0,7.0,23.0,19.0,Spain,F,,swimming,blue shark,Provoked,injury,NO
2017.0,7.0,22.0,12.0,United States of America,F,40.0,,,Provoked,injury,NO
2017.0,7.0,20.0,,United States of America,F,8.0,swimming,,,injury,
2017.0,7.0,20.0,11.0,United States of America,M,40.0,boating,white shark,Boating,no injury,NO
2017.0,7.0,20.0,7.0,United States of America,M,50.0,,white shark,Provoked,no injury,NO
2017.0,7.0,14.0,18.0,United States of America,M,,surf,white shark,Provoked,no injury,NO
2017.0,7.0,14.0,11.0,Australia,M,,surf,,Provoked,injury,NO
2017.0,7.0,11.0,11.0,United States of America,M,,boating,white shark,Boating,no injury,NO
2017.0,7.0,9.0,15.0,United States of America,M,46.0,swimming,bull shark,Provoked,injury,NO
2017.0,7.0,7.0,,Mexico,M,32.0,fishing,tiger shark,Provoked,injury,NO
2017.0,7.0,7.0,15.0,South Africa,F,13.0,surf,white shark,Provoked,no injury,NO
2017.0,7.0,2.0,,Comoros,,,fishing,,,injury,
2017.0,6.0,29.0,19.0,United States of America,M,,fishing,,,injury,
2017.0,6.0,21.0,,United States of America,F,16.0,swimming,,Provoked,injury,NO
2017.0,6.0,19.0,11.0,United States of America,M,,surf,,Provoked,injury,NO
2017.0,6.0,18.0,,United States of America,F,14.0,swimming,bull shark,Provoked,injury,NO
2017.0,6.0,18.0,10.0,Reunion,M,34.0,surf,bull shark,Provoked,no injury,NO
2017.0,6.0,17.0,12.0,Spain,M,82.0,swimming,,Provoked,injury,NO
2017.0,,6.0,,French Polynesia,M,,surf,,Provoked,injury,NO
2017.0,6.0,14.0,,Bahamas,F,,,,Provoked,injury,NO
2017.0,6.0,11.0,8.0,Australia,M,48.0,surf,white shark,Provoked,no injury,NO
2017.0,6.0,10.0,15.0,Australia,F,,surf,,Provoked,no injury,NO
2017.0,6.0,10.0,10.0,United States of America,M,19.0,surf,,Provoked,injury,NO
2017.0,6.0,7.0,,United Kingdom,M,30.0,surf,,Provoked,injury,NO
2017.0,6.0,4.0,,United States of America,M,,fishing,,Provoked,injury,NO
2017.0,6.0,2.0,12.0,Bahamas,F,32.0,diving,tiger shark,Provoked,injury,NO
2017.0,5.0,30.0,,United States of America,F,20.0,,,Provoked,injury,NO
2017.0,5.0,28.0,10.0,United States of America,M,,,tiger shark,Provoked,injury,NO
2017.0,5.0,27.0,,Australia,M,73.0,fishing,,,injury,NO
2017.0,5.0,12.0,10.0,United Arab Emirates,M,41.0,fishing,,Provoked,injury,NO
2017.0,5.0,6.0,,Australia,M,29.0,,,Provoked,injury,NO
2017.0,5.0,5.0,17.0,Mexico,M,33.0,diving,,Provoked,fatal,YES
2017.0,5.0,3.0,14.0,United States of America,F,18.0,surf,,,injury,
2017.0,4.0,29.0,17.0,United States of America,F,,swimming,,Provoked,injury,NO
2017.0,4.0,29.0,17.0,South Africa,M,14.0,surf,,Provoked,injury,NO
2017.0,4.0,29.0,11.0,United States of America,F,33.0,surf,,Provoked,injury,NO
2017.0,4.0,29.0,11.0,Reunion,M,28.0,surf,,Provoked,fatal,YES
2017.0,4.0,27.0,14.0,New Zealand,F,20.0,surf,,Provoked,injury,NO
2017.0,4.0,26.0,,United States of America,F,,,,,injury,
2017.0,4.0,22.0,16.0,,F,40.0,diving,,Provoked,injury,NO
2017.0,4.0,20.0,8.0,United States of America,M,,swimming,,,injury,
2017.0,4.0,17.0,12.0,United States of America,,,,,Provoked,injury,NO
2017.0,4.0,17.0,16.0,Australia,F,17.0,surf,white shark,Provoked,fatal,YES
2017.0,4.0,14.0,9.0,United States of America,M,28.0,surf,tiger shark,Provoked,injury,NO
2017.0,4.0,13.0,13.0,United States of America,M,17.0,surf,,Provoked,injury,NO
2017.0,4.0,12.0,13.0,United States of America,F,,surf,,Provoked,injury,NO
2017.0,4.0,12.0,,South Africa,M,68.0,diving,,,fatal,
2017.0,4.0,11.0,16.0,United States of America,F,35.0,surf,,Provoked,injury,NO
2017.0,4.0,10.0,17.0,United States of America,F,10.0,boating,,Provoked,injury,NO
2017.0,4.0,10.0,17.0,United States of America,F,21.0,swimming,,Provoked,injury,NO
2017.0,4.0,6.0,,United States of America,M,16.0,swimming,,Provoked,injury,NO
2017.0,4.0,5.0,13.0,United States of America,F,51.0,swimming,,Provoked,injury,NO
2017.0,4.0,2.0,15.0,Australia,M,39.0,,,Provoked,no injury,NO
2017.0,4.0,2.0,15.0,United States of America,F,17.0,swimming,bull shark,Provoked,injury,NO
2017.0,3.0,27.0,10.0,United States of America,M,58.0,surf,,Provoked,injury,NO
2017.0,3.0,19.0,18.0,Australia,M,30.0,surf,,Provoked,injury,NO
2017.0,3.0,18.0,14.0,United States of America,M,,boating,white shark,Boating,no injury,NO
2017.0,3.0,11.0,,Philippines,M,25.0,fishing,,Provoked,injury,NO
2017.0,3.0,9.0,,Bahamas,M,58.0,,lemon shark,Provoked,injury,NO
2017.0,2.0,25.0,9.0,Australia,F,,diving,bull shark,Provoked,injury,NO
2017.0,2.0,24.0,12.0,Australia,M,,surf,,Provoked,no injury,NO
2017.0,2.0,21.0,9.0,Reunion,M,26.0,surf,,Provoked,fatal,YES
2017.0,2.0,17.0,10.0,Australia,M,26.0,fishing,,Provoked,injury,NO
2017.0,2.0,11.0,13.0,United States of America,M,22.0,swimming,,Provoked,injury,NO
2017.0,2.0,6.0,18.0,Brazil,F,,,lemon shark,Provoked,injury,NO
2017.0,2.0,6.0,,South Africa,M,,fishing,tiger shark,Boating,no injury,NO
2017.0,2.0,1.0,,United States of America,,,,white shark,Boating,no injury,NO
2017.0,2.0,1.0,,Bahamas,M,37.0,diving,caribbean reef shark,Provoked,injury,NO
2017.0,1.0,24.0,13.0,Brazil,M,21.0,swimming,,Provoked,injury,NO
2017.0,1.0,22.0,14.0,United States of America,M,,,,Provoked,injury,NO
2017.0,1.0,21.0,12.0,Australia,M,55.0,diving,bull shark,Provoked,injury,NO
2017.0,1.0,13.0,13.0,Australia,M,57.0,swimming,,Provoked,injury,NO
2017.0,1.0,13.0,10.0,United States of America,M,,,,Provoked,injury,NO
2017.0,1.0,9.0,7.0,Indonesia,M,48.0,surf,bull shark,Provoked,injury,NO
,1.0,8.0,,Australia,M,35.0,fishing,bull shark,,injury,
2017.0,1.0,5.0,12.0,United States of America,M,47.0,wading,,Provoked,injury,NO
2017.0,1.0,3.0,18.0,Australia,M,20.0,wading,,,injury,
2016.0,12.0,27.0,17.0,United States of America,M,16.0,surf,,Provoked,injury,NO
2016.0,12.0,24.0,9.0,Australia,F,,diving,,Provoked,injury,NO
2016.0,12.0,19.0,7.0,South Africa,M,55.0,surf,white shark,Provoked,no injury,NO
2016.0,12.0,14.0,9.0,Australia,M,61.0,diving,,Provoked,injury,NO
2016.0,12.0,11.0,,French Polynesia,M,40.0,fishing,,Provoked,injury,NO
2016.0,12.0,11.0,14.0,United States of America,M,19.0,surf,,,injury,
2016.0,12.0,6.0,2.0,Australia,M,20.0,fishing,wobbegong shark,Provoked,injury,NO
2016.0,12.0,1.0,9.0,Australia,M,65.0,surf,white shark,Provoked,injury,NO
2016.0,11.0,28.0,11.0,Australia,M,73.0,fishing,sevengill  shark,Provoked,injury,NO
2016.0,11.0,14.0,10.0,United States of America,F,58.0,bathing,tiger shark,Provoked,injury,NO
2016.0,10.0,30.0,18.0,United States of America,M,41.0,surf,,Provoked,injury,NO
2016.0,10.0,29.0,15.0,United States of America,M,42.0,surf,,Provoked,injury,NO
2016.0,10.0,24.0,7.0,Australia,M,36.0,surf,,Provoked,injury,NO
2016.0,10.0,21.0,17.0,United States of America,M,36.0,surf,,Provoked,injury,NO
2016.0,10.0,15.0,18.0,Australia,M,,surf,,Provoked,injury,NO
2016.0,10.0,14.0,9.0,United States of America,F,66.0,diving,,Provoked,injury,NO
2016.0,10.0,13.0,,Mexico,M,,diving,white shark,,no injury,
2016.0,10.0,12.0,10.0,Australia,M,25.0,surf,,Provoked,injury,NO
2016.0,10.0,10.0,16.0,United States of America,M,29.0,surf,,Provoked,injury,NO
2016.0,10.0,2.0,11.0,United States of America,M,21.0,surf,,Provoked,injury,NO
2016.0,10.0,1.0,17.0,United States of America,M,32.0,surf,,Provoked,injury,NO
2016.0,9.0,26.0,9.0,Australia,M,17.0,surf,white shark,Provoked,injury,NO
2016.0,9.0,18.0,13.0,United States of America,M,16.0,surf,,Provoked,injury,NO
2016.0,9.0,18.0,11.0,United States of America,M,36.0,surf,,Provoked,injury,NO
2016.0,9.0,18.0,10.0,United States of America,M,43.0,surf,,Provoked,injury,NO
2016.0,9.0,17.0,11.0,United States of America,M,43.0,surf,,Provoked,no injury,NO
2016.0,9.0,17.0,,Australia,M,,surf,,Provoked,injury,NO
2016.0,9.0,16.0,,Australia,M,,surf,,Provoked,no injury,NO
2016.0,9.0,15.0,,Australia,,,fishing,,Boating,no injury,NO
2016.0,9.0,11.0,15.0,United States of America,M,60.0,wading,,Provoked,injury,NO
2016.0,9.0,7.0,14.0,United States of America,F,51.0,swimming,tiger shark,Provoked,injury,NO
2016.0,9.0,6.0,15.0,New Caledonia,M,50.0,surf,,Provoked,fatal,YES
2016.0,9.0,5.0,15.0,United States of America,F,12.0,surf,,Provoked,injury,NO
2016.0,9.0,5.0,18.0,Australia,M,,surf,,Provoked,injury,NO
2016.0,9.0,4.0,,United States of America,M,9.0,surf,,Provoked,injury,NO
2016.0,9.0,1.0,,United States of America,M,22.0,fishing,white shark,Provoked,injury,NO
2016.0,9.0,,,Mexico,,,diving,,,no injury,
2016.0,8.0,29.0,15.0,United States of America,M,25.0,surf,bull shark,Provoked,injury,NO
2016.0,8.0,29.0,14.0,United States of America,M,37.0,surf,,Provoked,injury,NO
2016.0,8.0,27.0,17.0,Reunion,M,20.0,surf,bull shark,Provoked,injury,NO
2016.0,8.0,25.0,16.0,United States of America,M,49.0,wading,,Provoked,injury,NO
2016.0,8.0,7.0,,Bahamas,M,15.0,diving,,Provoked,injury,NO
2016.0,8.0,6.0,16.0,United States of America,M,21.0,boating,tiger shark,Provoked,injury,NO
2016.0,8.0,4.0,,United States of America,M,22.0,surf,blacktip reef shark,Provoked,injury,NO
2016.0,7.0,29.0,11.0,Spain,M,40.0,swimming,blue shark,Provoked,injury,NO
2016.0,7.0,28.0,,China,M,72.0,swimming,,Provoked,injury,NO
2016.0,7.0,28.0,,Australia,M,,boating,white shark,Boating,no injury,NO
2016.0,7.0,27.0,,United States of America,M,43.0,,nurse shark,Provoked,injury,NO
2016.0,7.0,26.0,12.0,Australia,M,18.0,surf,,Provoked,no injury,NO
2016.0,7.0,24.0,19.0,Japan,M,29.0,surf,,Provoked,injury,NO
2016.0,7.0,23.0,,Australia,M,36.0,surf,,Provoked,no injury,NO
2016.0,7.0,23.0,,Bahamas,M,,fishing,bull shark,Provoked,injury,NO
2016.0,7.0,20.0,14.0,Australia,M,31.0,fishing,,Provoked,injury,NO
2016.0,7.0,17.0,,United States of America,,,fishing,tiger shark,Boating,no injury,NO
2016.0,7.0,16.0,13.0,United States of America,F,9.0,surf,,Provoked,injury,NO
2016.0,7.0,16.0,11.0,United States of America,F,11.0,,,Provoked,injury,NO
2016.0,7.0,15.0,17.0,United States of America,M,61.0,surf,white shark,Provoked,no injury,NO
2016.0,7.0,15.0,,United States of America,M,,swimming,,Provoked,injury,NO
2016.0,7.0,14.0,,Bahamas,M,,diving,lemon shark,Provoked,injury,NO
2016.0,7.0,8.0,,Spain,F,10.0,wading,angel shark,Provoked,injury,NO
2016.0,7.0,8.0,,United States of America,M,,fishing,white shark,Boating,no injury,NO
2016.0,7.0,7.0,10.0,United States of America,M,59.0,fishing,dogfish shark,Provoked,injury,NO
2016.0,7.0,7.0,,United States of America,M,,fishing,white shark,Boating,no injury,NO
2016.0,7.0,6.0,14.0,United States of America,F,42.0,swimming,,Provoked,injury,NO
2016.0,7.0,4.0,22.0,Australia,M,34.0,fishing,nurse shark,Provoked,injury,NO
2016.0,6.0,27.0,16.0,United States of America,M,35.0,,,Provoked,injury,NO
2016.0,6.0,25.0,14.0,United States of America,M,11.0,surf,,Provoked,injury,NO
2016.0,6.0,24.0,11.0,Colombia,M,59.0,diving,caribbean reef shark,Provoked,injury,NO
2016.0,6.0,23.0,,South Africa,M,43.0,fishing,white shark,Provoked,injury,NO
2016.0,6.0,21.0,15.0,United States of America,M,42.0,bathing,,Provoked,injury,NO
2016.0,6.0,21.0,14.0,United States of America,M,,wading,,Provoked,injury,NO
2016.0,6.0,15.0,6.0,United States of America,M,,surf,,Provoked,injury,NO
2016.0,6.0,15.0,,Australia,M,19.0,fishing,,Provoked,no injury,NO
2016.0,6.0,14.0,17.0,United States of America,F,6.0,bathing,,Provoked,injury,NO
2016.0,6.0,11.0,15.0,United States of America,M,19.0,standing,,Provoked,injury,NO
2016.0,6.0,7.0,11.0,United States of America,M,27.0,surf,,,no injury,
2016.0,6.0,5.0,8.0,United States of America,M,64.0,swimming,,Provoked,injury,NO
2016.0,6.0,5.0,11.0,Australia,F,60.0,diving,,Provoked,fatal,YES
2016.0,6.0,4.0,11.0,Egypt,M,23.0,swimming,mako shark,Provoked,injury,NO
2016.0,6.0,2.0,,Australia,M,,fishing,bronze whaler shark,Provoked,no injury,
2016.0,6.0,2.0,13.0,New Caledonia,M,,surf,,Provoked,injury,NO
2016.0,5.0,31.0,16.0,Australia,M,29.0,surf,white shark,Provoked,fatal,YES
2016.0,5.0,29.0,16.0,United States of America,F,52.0,swimming,,Provoked,injury,NO
2016.0,5.0,29.0,15.0,United States of America,M,13.0,swimming,,Provoked,injury,NO
2016.0,5.0,22.0,12.0,United States of America,F,57.0,swimming,,Provoked,injury,NO
2016.0,5.0,21.0,18.0,United States of America,F,22.0,swimming,bull shark,Provoked,injury,NO
2016.0,5.0,21.0,17.0,United States of America,F,11.0,swimming,,Provoked,injury,NO
2016.0,5.0,18.0,12.0,United States of America,M,48.0,swimming,blacktip reef shark,Provoked,injury,NO
2016.0,5.0,15.0,13.0,United States of America,F,23.0,,nurse shark,Provoked,injury,NO
2016.0,5.0,3.0,15.0,United States of America,M,59.0,bathing,,Provoked,injury,NO
2016.0,5.0,2.0,12.0,New Zealand,M,39.0,fishing,mako shark,Provoked,injury,NO
2016.0,4.0,25.0,7.0,Indonesia,M,24.0,surf,bull shark,Provoked,injury,NO
2016.0,4.0,23.0,17.0,United States of America,M,15.0,surf,,Provoked,injury,NO
2016.0,4.0,22.0,8.0,South Africa,M,,surf,white shark,Provoked,no injury,NO
2016.0,4.0,19.0,12.0,Australia,M,12.0,swimming,wobbegong shark,Provoked,injury,NO
2016.0,4.0,18.0,9.0,French Polynesia,M,22.0,fishing,grey reef shark,Provoked,injury,NO
2016.0,4.0,18.0,12.0,French Polynesia,M,26.0,fishing,grey reef shark,Provoked,injury,NO
2016.0,4.0,13.0,,United States of America,M,26.0,fishing,bull shark,Provoked,injury,NO
2016.0,4.0,9.0,10.0,New Caledonia,F,69.0,wading,tiger shark,Provoked,fatal,YES
2016.0,4.0,8.0,,Cape Verde,M,60.0,,,,injury,
2016.0,4.0,7.0,,United States of America,M,34.0,fishing,,Provoked,injury,NO
2016.0,4.0,7.0,,United States of America,M,,,,,no injury,
2016.0,3.0,31.0,11.0,United States of America,F,46.0,diving,,Provoked,injury,NO
2016.0,3.0,30.0,19.0,Australia,M,22.0,surf,,Provoked,injury,NO
2016.0,3.0,28.0,,United States of America,M,,,,Provoked,injury,
2016.0,3.0,28.0,11.0,Australia,M,41.0,surf,,Provoked,no injury,NO
2016.0,3.0,26.0,,Bahamas,M,9.0,,nurse shark,Provoked,injury,NO
2016.0,3.0,13.0,7.0,United States of America,,,surf,,,no injury,
2016.0,3.0,11.0,13.0,United States of America,M,19.0,surf,,Provoked,injury,NO
2016.0,3.0,10.0,16.0,Fiji,M,45.0,diving,,Provoked,fatal,YES
2016.0,3.0,4.0,14.0,United States of America,M,12.0,,,Provoked,injury,NO
2016.0,3.0,3.0,23.0,Australia,M,,fishing,bronze whaler shark,Provoked,injury,NO
2016.0,3.0,2.0,,Brazil,M,41.0,swimming,bull shark,Provoked,injury,NO
2016.0,2.0,22.0,19.0,New Caledonia,M,21.0,surf,,Provoked,injury,NO
2016.0,2.0,19.0,16.0,New Caledonia,M,31.0,fishing,,Provoked,injury,NO
2016.0,2.0,12.0,15.0,Dominican Republic,F,,wading,,Provoked,injury,NO
2016.0,2.0,10.0,,Cayman Islands,M,65.0,,,,injury,
2016.0,2.0,10.0,12.0,Australia,M,,surf,,,no injury,
2016.0,2.0,5.0,13.0,Australia,F,45.0,wading,,Provoked,injury,NO
2016.0,2.0,4.0,16.0,Australia,M,40.0,surf,,Provoked,no injury,NO
2016.0,2.0,2.0,,Brazil,M,41.0,swimming,bull shark,Provoked,injury,NO
2016.0,1.0,29.0,,South Africa,M,,fishing,,Boating,no injury,NO
2016.0,1.0,28.0,14.0,United States of America,M,,surf,,Provoked,injury,NO
2016.0,1.0,25.0,11.0,United States of America,F,15.0,surf,,Provoked,no injury,NO
2016.0,1.0,24.0,9.0,United States of America,M,,fishing,bull shark,Provoked,injury,NO
2016.0,1.0,24.0,,United Arab Emirates,M,,fishing,mako shark,Boating,no injury,NO
2016.0,1.0,23.0,7.0,United States of America,M,48.0,boating,tiger shark,Provoked,no injury,NO
2016.0,1.0,11.0,,Australia,M,,surf,wobbegong shark,Provoked,injury,NO
2016.0,1.0,5.0,18.0,Australia,M,11.0,wading,blacktip reef shark,Provoked,injury,NO
2016.0,1.0,2.0,11.0,Australia,M,31.0,fishing,,Provoked,injury,NO
2015.0,12.0,26.0,7.0,South Africa,M,,fishing,white shark,Boating,no injury,NO
2015.0,12.0,25.0,,Spain,F,38.0,swimming,silky shark,Provoked,injury,NO
2015.0,12.0,22.0,8.0,United States of America,M,71.0,boating,,Provoked,no injury,NO
2015.0,12.0,21.0,7.0,Australia,M,43.0,surf,bronze whaler shark,Provoked,no injury,NO
2015.0,12.0,21.0,,Brazil,M,32.0,diving,tiger shark,Provoked,injury,NO
2015.0,12.0,19.0,,Aruba,M,58.0,sea disaster,,Provoked,fatal,YES
